NORDEN,IDHOGAR,TMUNI,NHOGAR,EHOGAR,SEXO,EDAD,NACIONALIDAD,ESTUDIANTE,REGLADO,NOREGLADO,Nivel_estudios,Nivel_estudios_especifico,Tipo_educacion,Localización_Centro,importe_matricula_clases,servicio_comedor,importe_comedor,servicio_transporte,importe_transporte,servicio_alojamiento,importe_alojamiento,servicio_ampliacion_horario,importe_ampliacion_horario,servicio_clases_apoyo,importe_clases_apoyo,servicio_actividades_extraescolares,importe_actividades_extraescolares,servicio_actividades_complementarias,importe_actividades_complementarias,servicio_cuota_ampa,importe_cuota_ampa,servicio_otros,importe_otros_servicios,servicio_clases_particulares,importe_clases_particulares,importe_escuela_idiomas,importe_estudios_idiomas_no_reglados,importe_ensenanzas_artisticas,importe_oposiciones_pruebas_acceso,importe_otros_estudios,gasto_libros,importe_libros,gasto_fotocopias,importe_fotocopias,gasto_uniformes,importe_uniformes,gasto_papeleria,importe_papeleria,gasto_muebles_accesorios,importe_muebles_accesorios,gasto_productos_informaticos,importe_productos_informaticos,gasto_otros_bienes,importe_otros_bienes,gasto_total_educacion,gasto_total_servicios,gasto_total_servicios_reglados,gasto_total_servicios_no_reglados,gasto_total_bienes,FACTOR
115748,1667,<10.000 habitantes,4,2,Hombre,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Misma Provincia,0,2,0,1,0,2,0,2,0,2,0,2,0,1,34,1,5,2,0,1,264,0,264,0,0,0,1,47,2,0,2,0,1,60,2,0,2,0,2,0,674,567,303,264,107,797.781608
115751,1667,<10.000 habitantes,4,2,Hombre,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Misma Provincia,0,2,0,1,0,2,0,2,0,2,0,2,0,1,23,1,5,2,0,2,0,0,0,0,0,0,1,33,2,0,2,0,1,60,1,69,2,0,2,0,190,28,28,0,162,797.781608
115786,1668,<10.000 habitantes,4,2,Hombre,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza privada,Misma Provincia,1250,2,0,1,0,2,0,2,0,2,0,2,0,1,30,1,10,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,6,2,0,2,0,2,0,1296,1290,1290,0,6,1034.540975
115799,1668,<10.000 habitantes,4,2,Mujer,2,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza privada,Misma Provincia,1180,2,0,1,0,2,0,2,0,2,0,2,0,2,0,1,72,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,68,2,0,2,0,2,0,1320,1252,1252,0,68,1034.540975
105176,1669,10.000-49.999 habitantes,4,2,Mujer,18,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,1,0,2,0,1,15,2,0,2,0,2,0,0,0,0,0,0,1,0,1,5,2,0,2,0,2,0,2,0,2,0,20,15,15,0,5,545.786524
105182,1669,10.000-49.999 habitantes,4,2,Mujer,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,80,2,0,2,0,2,0,2,0,1,0,2,0,1,8,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,88,88,88,0,0,545.786524
105237,1671,10.000-49.999 habitantes,4,2,Mujer,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,470,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0,0,0,0,0,0,1,260,1,15,2,0,1,25,2,0,2,0,2,0,820,520,520,0,300,556.597259
105242,1671,10.000-49.999 habitantes,4,2,Hombre,20,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,70,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,30,2,0,2,0,2,0,100,70,70,0,30,556.597259
92997,1672,<10.000 habitantes,4,2,Hombre,18,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,710,2,0,1,800,2,0,2,0,2,0,1,540,2,0,2,0,2,0,1,480,0,0,0,0,0,1,188,1,50,1,250,1,150,1,350,1,700,1,130,4348,2530,2530,0,1818,1281.770588
93001,1672,<10.000 habitantes,4,2,Hombre,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,25,1,25,2,0,1,720,0,0,0,0,0,1,40,1,50,1,210,1,180,1,150,2,0,1,30,1430,770,770,0,660,1281.770588
93044,1673,<10.000 habitantes,4,3,Mujer,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Misma Provincia,30,2,0,1,270,2,0,2,0,2,0,2,0,1,50,1,30,2,0,1,450,0,0,0,0,0,1,15,2,0,2,0,1,75,2,0,2,0,2,0,920,830,830,0,90,733.637553
93057,1673,<10.000 habitantes,4,3,Mujer,16,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,15,1,15,2,0,1,330,0,0,0,0,0,1,13,2,0,2,0,1,75,2,0,2,0,2,0,448,360,360,0,88,733.637553
93060,1673,<10.000 habitantes,4,3,Hombre,14,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,7,1,10,2,0,1,330,0,0,0,0,0,1,11,2,0,2,0,1,75,2,0,2,0,2,0,433,347,347,0,86,733.637553
93076,1674,<10.000 habitantes,2,1,Mujer,22,Española,Sí,Sí,Sí,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,80,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,130,2,0,0,600,0,0,0,1,63,1,45,2,0,1,20,2,0,2,0,2,0,938,810,210,600,128,848.950903
93095,1675,<10.000 habitantes,4,2,Hombre,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Misma Provincia,888,2,0,1,186,2,0,2,0,2,0,2,0,1,15,1,6,2,0,2,0,0,0,0,0,0,1,95,1,6,2,0,1,30,1,80,2,0,2,0,1306,1095,1095,0,211,1068.543309
93109,1675,<10.000 habitantes,4,2,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Misma Provincia,0,2,0,1,150,2,0,2,0,2,0,2,0,2,0,1,10,2,0,1,210,0,0,0,0,0,1,70,1,50,2,0,1,50,1,60,2,0,2,0,600,370,370,0,230,1068.543309
93142,1676,<10.000 habitantes,2,1,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,12,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,12,12,12,0,0,1060.835096
105274,1677,<10.000 habitantes,2,1,Mujer,20,Extrangera,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,71,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,110,2,0,2,0,1,30,2,0,2,0,2,0,211,71,71,0,140,933.870709
105307,1678,<10.000 habitantes,3,1,Hombre,20,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza privada,Otra CA,1300,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,60,2,0,2,0,1,30,1,20,1,535,2,0,1945,1300,1300,0,645,988.071986
105335,1679,<10.000 habitantes,4,3,Mujer,22,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,1304,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,45,2,0,0,0,0,0,0,1,273,1,95,2,0,1,65,2,0,2,0,2,0,1782,1349,1349,0,433,709.422402
105340,1679,<10.000 habitantes,4,3,Hombre,17,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,118,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,45,2,0,1,120,0,378,0,0,0,1,150,1,24,2,0,1,55,2,0,2,0,2,0,890,661,283,378,229,709.422402
93174,1680,<10.000 habitantes,4,3,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,0,2,0,1,450,2,0,2,0,2,0,2,0,1,20,1,45,2,0,2,0,0,0,0,0,0,1,100,2,0,2,0,1,45,2,0,2,0,2,0,660,515,515,0,145,1135.327266
93180,1680,<10.000 habitantes,4,3,Hombre,13,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,1,10,2,0,1,180,0,180,0,0,0,1,6,2,0,2,0,1,5,2,0,1,50,2,0,531,470,290,180,61,1135.327266
93214,1681,<10.000 habitantes,3,1,Hombre,12,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,30,1,12,2,0,1,294,0,0,294,0,0,1,20,1,10,1,25,1,50,2,0,1,50,2,0,785,630,336,294,155,1882.42923
115825,1682,<10.000 habitantes,4,2,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,80,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,22,2,0,1,180,0,0,0,0,0,1,60,2,0,2,0,1,50,2,0,2,0,2,0,392,282,282,0,110,1247.947285
115831,1682,<10.000 habitantes,4,2,Mujer,6,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,80,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,66,0,0,1,60,2,0,2,0,1,50,2,0,2,0,2,0,256,146,80,66,110,1247.947285
93235,1683,100.000-499.999 habitantes,2,2,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,30,2,0,2,0,2,0,2,0,2,0,2,0,1,25,2,0,2,0,2,0,0,0,0,0,0,1,25,1,100,2,0,1,30,2,0,2,0,2,0,210,55,55,0,155,935.08196
93266,1684,100.000-499.999 habitantes,4,2,Mujer,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,620,1,15,2,0,1,240,0,0,0,0,0,1,240,2,0,1,60,1,160,2,0,1,180,2,0,1515,875,875,0,640,835.256293
93272,1684,100.000-499.999 habitantes,4,2,Mujer,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50,1,15,2,0,2,0,0,355,0,0,0,1,25,2,0,2,0,1,160,2,0,2,0,2,0,605,420,65,355,185,835.256293
115859,1685,100.000-499.999 habitantes,3,1,Mujer,61,Española,Sí,Sí,No,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Municipio Residencia,140,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,140,0,0,0,0,1,30,1,20,2,0,1,5,2,0,2,0,2,0,195,140,140,0,55,1444.653568
115897,1686,100.000-499.999 habitantes,4,2,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,55,2,0,2,0,2,0,2,0,2,0,1,0,2,0,1,15,2,0,2,0,0,0,0,0,0,1,88,2,0,2,0,2,0,2,0,2,0,1,95,253,70,70,0,183,998.04753
115901,1686,100.000-499.999 habitantes,4,2,Mujer,12,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,35,2,0,2,0,2,0,2,0,2,0,2,0,1,10,1,15,2,0,1,235,0,135,234,0,0,1,67,2,0,2,0,1,75,2,0,1,50,2,0,856,664,295,369,192,998.04753
93312,1687,100.000-499.999 habitantes,5,2,Mujer,29,Doble nacionalidad,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,1600,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,420,0,0,0,0,0,2,0,2,0,2,0,1,25,1,75,2,0,2,0,2120,2020,2020,0,100,1814.473755
93327,1687,100.000-499.999 habitantes,5,2,Mujer,22,Doble nacionalidad,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Municipio Residencia,100,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,20,2,0,1,600,2,0,720,100,100,0,620,1814.473755
93351,1688,100.000-499.999 habitantes,4,2,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,1,48,2,0,1,14,2,0,112,50,50,0,62,920.911491
93364,1688,100.000-499.999 habitantes,4,2,Hombre,14,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,166,1,12,2,0,1,78,0,0,0,0,0,1,25,1,8,2,0,1,47,2,0,2,0,1,40,376,256,256,0,120,920.911491
115939,1689,100.000-499.999 habitantes,4,1,Mujer,19,Extrangera,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,50,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,100,2,0,2,0,2,0,150,50,50,0,100,1222.934955
115976,1690,100.000-499.999 habitantes,5,3,Hombre,25,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Municipio Residencia,75,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,70,1,137,2,0,2,0,282,75,75,0,207,1309.869095
115982,1690,100.000-499.999 habitantes,5,3,Mujer,21,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Municipio Residencia,80,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,30,2,0,0,0,0,0,0,2,0,1,40,2,0,1,80,2,0,2,0,2,0,230,110,110,0,120,1309.869095
115995,1690,100.000-499.999 habitantes,5,3,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,85,2,0,2,0,2,0,2,0,2,0,2,0,1,735,1,10,2,0,2,0,0,0,0,0,0,1,308,1,30,1,27,1,70,2,0,1,795,2,0,2060,830,830,0,1230,1309.869095
116021,1691,100.000-499.999 habitantes,4,2,Mujer,20,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,1062,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,50,1,150,2,0,1,20,2,0,1,12,2,0,1294,1062,1062,0,232,829.913031
116037,1691,100.000-499.999 habitantes,4,2,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,80,1,100,1,20,2,0,2,0,1,60,260,0,0,0,260,829.913031
105388,1692,100.000-499.999 habitantes,4,1,Mujer,21,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,1190,2,0,2,0,1,1272,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,100,2,0,1,100,2,0,1,600,2,0,3262,2462,2462,0,800,791.960204
105433,1694,100.000-499.999 habitantes,3,1,Hombre,21,Doble nacionalidad,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,25,2,0,1,20,2,0,2,0,2,0,45,0,0,0,45,2205.192939
93399,1695,<10.000 habitantes,4,2,Mujer,7,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,20,2,0,2,0,2,0,2,0,2,0,1,0,1,8,1,10,2,0,2,0,0,100,390,0,0,1,65,2,0,2,0,1,40,1,100,2,0,1,700,1433,528,38,490,905,1674.433775
93403,1695,<10.000 habitantes,4,2,Mujer,4,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,30,2,0,2,0,2,0,2,0,2,0,2,0,1,8,1,10,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,48,48,48,0,0,1674.433775
93425,1696,<10.000 habitantes,3,2,Hombre,6,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,0,1,100,1,8,2,0,2,0,0,360,156,0,0,1,50,1,20,1,40,1,30,2,0,2,0,1,10,774,624,108,516,150,1628.991373
93431,1696,<10.000 habitantes,3,2,Mujer,4,Española,Sí,Sí,Sí,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,0,1,100,1,7,2,0,2,0,0,360,0,0,0,2,0,1,20,1,40,2,0,2,0,2,0,2,0,527,467,107,360,60,1628.991373
93462,1697,<10.000 habitantes,4,2,Hombre,19,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,1500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,60,2,0,1,120,2,0,1,50,2,0,1,900,2,0,2630,1560,1500,60,1070,1009.179792
93478,1697,<10.000 habitantes,4,2,Hombre,16,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Misma Provincia,40,2,0,1,0,2,0,2,0,2,0,2,0,1,36,1,12,2,0,2,0,0,0,720,0,0,1,60,2,0,2,0,1,50,2,0,2,0,2,0,918,808,88,720,110,1009.179792
105470,1698,<10.000 habitantes,4,1,Hombre,20,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza concertada,Misma Provincia,384,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,648,0,0,0,0,0,2,0,2,0,2,0,1,20,2,0,2,0,2,0,1052,1032,1032,0,20,988.071986
105502,1699,<10.000 habitantes,4,2,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,756,2,0,2,0,1,0,2,0,1,0,1,15,1,20,1,5,2,0,0,0,0,0,0,1,70,2,0,1,25,1,25,2,0,2,0,2,0,916,796,796,0,120,1034.540975
105519,1699,<10.000 habitantes,4,2,Hombre,3,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,756,2,0,2,0,1,0,2,0,1,0,2,0,2,0,1,5,2,0,0,0,0,0,0,1,70,2,0,2,0,2,0,2,0,2,0,2,0,831,761,761,0,70,1034.540975
116107,1701,10.000-49.999 habitantes,4,1,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,49,2,0,2,0,1,20,2,0,2,0,2,0,69,0,0,0,69,655.952214
116135,1702,10.000-49.999 habitantes,3,1,Hombre,6,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza concertada,Municipio Residencia,0,1,744,2,0,2,0,2,0,2,0,1,576,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1320,1320,1320,0,0,1356.15459
116166,1703,10.000-49.999 habitantes,4,2,Hombre,6,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,576,2,0,2,0,2,0,2,0,1,140,1,30,1,10,2,0,2,0,0,0,80,0,0,2,0,1,50,2,0,2,0,2,0,2,0,1,45,931,836,756,80,95,654.981117
116172,1703,10.000-49.999 habitantes,4,2,Hombre,3,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,576,2,0,2,0,2,0,2,0,2,0,1,20,1,10,2,0,2,0,0,0,0,0,0,2,0,1,30,2,0,2,0,2,0,2,0,2,0,636,606,606,0,30,654.981117
78954,1704,10.000-49.999 habitantes,4,2,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,50,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,0,1,60,1,18,1,60,2,0,2,0,1,20,208,50,50,0,158,588.441217
78967,1704,10.000-49.999 habitantes,4,2,Mujer,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,50,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,0,1,5,2,0,1,60,2,0,2,0,2,0,115,50,50,0,65,588.441217
93500,1705,10.000-49.999 habitantes,4,3,Mujer,6,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,66,2,0,2,0,2,0,2,0,2,0,2,0,1,25,2,0,2,0,0,0,0,0,0,1,20,1,45,2,0,1,20,2,0,1,45,2,0,221,91,91,0,130,641.258327
93517,1705,10.000-49.999 habitantes,4,3,Hombre,3,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,11,2,0,2,0,2,0,2,0,2,0,2,0,1,70,2,0,2,0,0,0,0,0,0,2,0,1,45,1,37,1,61,2,0,1,45,2,0,269,81,81,0,188,641.258327
93543,1706,10.000-49.999 habitantes,4,2,Mujer,19,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,0,2,0,2,0,1,4818,2,0,2,0,2,0,2,0,2,0,2,0,1,840,0,0,0,0,0,1,350,1,150,2,0,1,50,2,0,2,0,2,0,6208,5658,5658,0,550,690.815585
93556,1706,10.000-49.999 habitantes,4,2,Mujer,16,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,15,2,0,2,0,0,0,0,0,0,1,100,2,0,2,0,1,70,2,0,2,0,2,0,185,15,15,0,170,690.815585
116205,1707,10.000-49.999 habitantes,4,2,Mujer,18,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,61,2,0,2,0,2,0,2,0,2,0,2,0,1,640,2,0,2,0,2,0,0,0,0,0,0,1,91,1,15,1,60,1,30,2,0,2,0,2,0,897,701,701,0,196,607.44129
116212,1707,10.000-49.999 habitantes,4,2,Mujer,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,300,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,80,2,0,1,300,1,40,1,120,1,450,1,50,1340,300,300,0,1040,607.44129
105583,1709,10.000-49.999 habitantes,3,1,Mujer,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,0,1,60,1,15,2,0,2,0,0,570,0,0,0,1,130,1,20,2,0,1,42,2,0,1,500,2,0,1337,645,75,570,692,1183.772085
37765,1710,<10.000 habitantes,4,2,Hombre,20,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,1500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,500,1,100,2,0,2,0,2,0,2,0,2,0,2100,1500,1500,0,600,462.096078
37771,1710,<10.000 habitantes,4,2,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Misma Provincia,80,2,0,1,360,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,500,2,0,2,0,2,0,2,0,2,0,2,0,940,440,440,0,500,462.096078
37804,1711,<10.000 habitantes,4,2,Hombre,19,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza concertada,Misma Provincia,540,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,60,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,600,600,600,0,0,407.363564
37847,1712,<10.000 habitantes,6,5,Mujer,18,Extrangera,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,200,2,0,1,480,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,100,2,0,2,0,2,0,2,0,2,0,2,0,780,680,680,0,100,2328.020914
37850,1712,<10.000 habitantes,6,5,Hombre,12,Extrangera,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,75,2,0,2,0,2,0,2,0,1,0,1,0,1,60,2,0,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,135,135,135,0,0,2328.020914
37863,1712,<10.000 habitantes,6,5,Hombre,11,Extrangera,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,75,2,0,2,0,2,0,2,0,2,0,1,0,1,60,2,0,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,135,135,135,0,0,2328.020914
37879,1712,<10.000 habitantes,6,5,Mujer,5,Extrangera,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,75,2,0,2,0,2,0,2,0,2,0,2,0,1,60,2,0,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,135,135,135,0,0,2328.020914
37902,1713,10.000-49.999 habitantes,4,2,Mujer,12,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,1,100,1,600,0,0,0,0,0,1,50,2,0,2,0,1,50,1,100,1,700,2,0,1620,720,720,0,900,461.644584
37919,1713,10.000-49.999 habitantes,4,2,Mujer,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,50,1,100,2,0,2,0,150,0,0,0,150,461.644584
